mz,intensity
418.73,0
418.74,0
418.77,0
418.78,0
418.789,0
418.81,0
418.849,0
418.859,0
418.89,0
418.9,0
418.93,0
418.94,0
418.95,0
418.979,0
419,0
419.01,0
419.05,0
419.07,0
419.09,0
419.11,0
419.13,0
419.15,0
419.159,0
419.17,0
419.21,0
419.23,0
419.25,0
419.26,29.6051544688584
419.289,0
419.299,0
419.31,0
419.33,0
419.349,0
419.37,0
419.39,0
419.43,0
419.44,0
419.45,0
419.479,0
419.5,0
419.51,0
419.539,0
419.55,0
419.57,0
419.59,0
419.61,0
419.65,0
419.659,0
419.68,0
419.71,0
419.73,0
419.75,0
419.76,0
419.77,0
419.799,0
419.83,0
419.84,0
419.87,0
419.89,0
419.9,0
419.93,0
419.95,0
419.969,0
419.99,0
420,0
420.01,0
420.03,0
420.07,0
420.09,0
420.11,0
420.13,0
420.15,0
420.159,0
420.17,0
420.19,0
420.23,0
420.25,0
420.26,5.30315546010243
420.27,0
420.289,0
420.31,0
420.33,0
420.349,0
420.37,0
420.39,0
420.419,0
420.43,0
420.469,0
420.479,0
420.51,0
420.52,0
420.53,0
420.57,0
420.59,0
420.61,0
420.63,0
420.65,0
420.67,0
420.69,0
420.7,0
420.71,0
420.73,0
420.77,0
420.78,0
420.799,0
420.81,0
420.83,0
420.859,0
420.89,0
420.9,0
420.919,0
420.95,0
420.969,0
420.99,0
421,0
421.01,0
421.03,0
421.07,0
421.08,0
421.09,0
421.13,0
421.15,0
421.159,0
421.17,0
421.19,0
421.23,0
421.25,0
421.27,1.91640508838592
421.28,0
421.289,0
421.31,0
421.349,0
421.359,0
421.37,0
421.39,0
421.43,0
421.45,0
421.469,0
421.479,0
421.49,0
421.53,0
421.539,0
421.56,0
421.57,0
421.61,0
421.63,0
421.64,0
421.65,0
421.69,0
421.7,0
421.73,0
421.74,0
421.75,0
421.77,0
421.81,0
421.83,0
421.849,0
421.87,0
421.88,0
421.9,0
421.909,0
421.93,0
421.969,0
421.99,0
422,0
422.01,0
422.03,0
422.07,0
422.09,0
422.11,0
422.13,0
422.15,0
422.17,0
422.18,0
422.19,0
422.23,0
422.25,0
422.27,0
422.28,0
422.289,0
422.31,0
422.33,0
422.359,0
422.37,0
422.39,0
422.43,0
422.45,0
422.46,0
422.49,0
422.51,0
422.52,0
422.539,0
422.55,0
422.58,0
422.61,0
422.62,0
422.65,0
422.67,0
422.69,0
422.71,0
422.719,0
422.73,0
422.75,0
422.78,0
422.81,0
422.82,0
422.83,0
422.87,0
422.89,0
422.909,0
422.919,0
422.93,0
422.95,0
422.99,0
423,0
423.01,0
423.03,0
423.07,0
423.09,0
423.11,0
423.13,0
423.15,0
423.17,0
423.18,0
423.19,0
423.23,0
423.25,0
423.26,0
423.27,0
423.289,0
423.31,0
423.34,0
423.349,0
423.37,0
423.4,0
423.43,0
423.44,0
423.469,0
423.479,0
423.51,0
423.53,0
423.55,0
423.56,0
423.57,0
423.61,0
423.62,0
423.65,0
423.67,0
423.68,0
423.7,0
423.73,0
423.74,0
423.77,0
423.78,0
423.789,0
423.83,0
423.849,0
423.87,0
423.89,0
423.909,0
423.93,0
423.94,0
423.969,0
423.99,0
424,0
424.01,0
424.03,0
424.05,0
424.09,0
424.11,0
424.13,0
424.15,0
424.17,0
424.18,0
424.19,0
424.21,0
424.25,0
424.27,0
424.289,0
424.299,0
424.31,0
424.33,0
424.349,0
424.39,0
424.4,0
424.43,0
424.45,0
424.46,0
424.479,0
424.51,0
424.52,0
424.539,0
424.55,0
424.59,0
424.61,0
424.63,0
424.65,0
424.67,0
424.69,0
424.71,0
424.719,0
424.73,0
424.75,0
424.77,0
424.799,0
424.81,0
424.849,0
424.859,0
424.87,0
424.89,0
424.93,0
424.95,0
424.969,0
424.979,0
425.01,0
425.02,0
425.03,0
425.07,0
425.09,0
425.11,0
425.12,0
425.15,0
425.17,0
425.19,0
425.21,0
425.219,0
425.25,0
425.26,0
425.289,0
425.299,0
425.31,0
425.33,0
425.349,0
425.38,0
425.39,0
425.43,0
425.44,0
425.469,0
425.49,0
425.5,0
425.52,0
425.539,0
425.57,0
425.58,0
425.59,0
425.61,0
425.65,0
425.67,0
425.69,0
425.71,0
425.719,0
425.75,0
425.77,0
425.78,0
425.799,0
425.81,0
425.849,0
425.87,0
425.88,0
425.909,0
425.919,0
425.93,0
425.969,0
425.99,0
426.01,0
426.02,0
426.03,2.42854782752354
426.05,0
426.08,0
426.11,0
426.12,0
426.15,0
426.17,0
426.19,0
426.21,0
426.23,0
426.24,0
426.25,0
426.27,0
426.289,0
426.31,0
426.33,0
426.349,0
426.39,0
426.4,0
426.409,0
426.43,0
426.46,0
426.49,0
426.51,0
426.53,0
426.539,0
426.56,0
426.57,0
426.61,0
426.62,0
426.65,0
426.67,0
426.69,0
426.71,0
426.719,0
426.73,0
426.75,0
426.789,0
426.81,0
426.83,0
426.84,0
426.849,0
426.87,0
426.89,0
426.909,0
426.95,0
426.969,0
426.99,0
427.01,0
427.03,0
427.039,0
427.05,0
427.07,0
427.11,0
427.13,0
427.14,0
427.15,0
427.19,0
427.2,0
427.21,0
427.24,0
427.27,0
427.28,0
427.289,0
427.31,0
427.33,0
427.359,0
427.39,0
427.4,0
427.419,0
427.43,0
427.469,0
427.49,0
427.5,0
427.53,0
427.539,0
427.55,0
427.58,0
427.61,0
427.62,0
427.63,0
427.67,0
427.69,0
427.7,0
427.73,0
427.75,0
427.76,0
427.789,0
427.81,0
427.83,0
427.84,0
427.87,0
427.88,0
427.89,0
427.909,0
427.94,0
427.969,0
427.99,0
428.01,0
428.03,0
428.039,0
428.05,0
428.09,0
428.099,0
428.13,0
428.14,0
428.17,0
428.19,0
428.2,0
428.21,0
428.25,0
428.27,0
428.28,0
428.289,0
428.31,0
428.33,0
428.349,0
428.39,0
428.4,0
428.409,0
428.44,0
428.469,0
428.479,0
428.51,0
428.53,0
428.539,0
428.57,0
428.58,0
428.61,0
428.63,0
428.65,0
428.67,0
428.69,0
428.71,0
428.73,0
428.74,0
428.75,0
428.789,0
428.81,0
428.83,0
428.84,0
428.849,0
428.89,0
428.909,0
428.919,0
428.93,0
428.96,0
428.99,0
429,0
429.03,0
429.05,0
429.06,0
429.09,0
429.11,0
429.13,0
429.15,0
429.159,0
429.17,0
429.19,0
429.21,0
429.25,0
429.26,0
429.289,0
429.299,0
429.31,0
429.33,0
429.37,0
429.38,0
429.409,0
429.43,0
429.44,0
429.46,0
429.49,0
429.5,0
429.53,0
429.539,0
429.57,0
429.58,0
429.59,0
429.63,0
429.65,0
429.659,0
429.68,0
429.71,0
429.73,0
429.74,0
429.77,0
429.78,0
429.789,0
429.83,0
429.849,0
429.87,0
429.88,0
429.89,0
429.909,0
429.93,0
429.969,0
429.99,0
430,0
430.01,0
430.05,0
430.06,0
430.07,0
430.11,0
430.13,0
430.15,0
430.17,0
430.19,0
430.2,0
430.21,0
430.25,0
430.27,0
430.28,0
430.289,0
430.31,0
430.33,0
430.37,0
430.39,0
430.4,0
430.409,0
430.45,0
430.46,0
430.49,0
430.5,0
430.52,0
430.539,0
430.55,0
430.59,0
430.599,0
430.63,0
430.64,0
430.67,0
430.69,0
430.7,0
430.73,0
430.74,0
430.75,0
430.77,0
430.81,0
430.83,0
430.84,0
430.849,0
430.87,0
430.909,0
430.919,0
430.95,0
430.969,0
430.979,0
431,0
431.01,0
431.05,0
431.07,0
431.09,0
431.099,0
431.13,0
431.14,0
431.17,0
431.18,0
431.19,0
431.21,0
431.25,0
431.26,0
431.27,0
431.289,0
431.31,0
431.33,0
431.37,0
431.38,0
431.39,0
431.43,0
431.44,0
431.469,0
431.479,0
431.51,0
431.52,0
431.539,0
431.55,0
431.58,0
431.59,0
431.61,0
431.65,0
431.659,0
431.68,0
431.7,0
431.73,0
431.74,0
431.77,0
431.78,0
431.789,0
431.83,0
431.84,0
431.87,0
431.88,0
431.89,0
431.93,0
431.94,0
431.95,0
431.99,0
432.01,0
432.02,0
432.03,0
432.05,0
432.09,0
432.11,0
432.13,0
432.15,0
432.159,0
432.18,0
432.19,0
432.21,0
432.25,0
432.26,0
432.289,0
432.299,0
432.31,0
432.33,0
432.349,0
432.39,0
432.4,0
432.409,0
432.43,0
432.469,0
432.49,0
432.51,0
432.52,0
432.53,0
432.56,0
432.59,0
432.61,0
432.63,0
432.64,0
432.65,0
432.67,0
432.7,0
432.73,0
432.74,0
432.75,0
432.78,0
432.81,0
432.83,0
432.84,0
432.849,0
432.87,0
432.909,0
432.93,0
432.95,0
432.96,0
432.979,0
432.99,0
433.02,0
433.03,0
433.06,0
433.09,0
433.099,0
433.13,0
433.15,0
433.159,0
433.17,0
433.19,0
433.23,0
433.24,0
433.27,0
433.28,0
433.289,0
433.31,0
433.33,0
433.349,0
433.37,0
433.39,0
433.419,0
433.45,0
433.46,0
433.49,0
433.51,0
433.53,0
433.539,0
433.57,0
433.58,0
433.61,0
433.62,0
433.65,0
433.67,0
433.68,0
433.69,0
433.73,0
433.74,0
433.77,0
433.789,0
433.799,0
433.81,0
433.84,0
433.849,0
433.88,0
433.89,0
433.909,0
433.95,0
433.969,0
433.979,0
434.01,0
434.02,0
434.05,0
434.06,0
434.09,0
434.11,0
434.13,0
434.15,0
434.159,0
434.17,0
434.19,0
434.23,0
434.24,0
434.27,0
434.28,0
434.289,0
434.31,0
434.33,0
434.349,0
434.37,0
434.409,0
434.419,0
434.45,0
434.469,0
434.479,0
434.49,0
434.53,0
434.539,0
434.57,0
434.59,0
434.599,0
434.63,0
434.64,0
434.67,0
434.68,0
434.69,0
434.73,0
434.75,0
434.76,0
434.77,0
434.81,0
434.83,0
434.84,0
434.87,0
434.89,0
434.9,0
434.93,0
434.94,0
434.969,0
434.99,0
435.01,0
435.02,0
435.03,0
435.07,0
435.08,0
435.11,0
435.13,0
435.15,0
435.17,0
435.18,0
435.19,0
435.21,0
435.25,0
435.26,3.32066743763423
435.27,0
435.289,0
435.31,0
435.33,0
435.359,0
435.37,0
435.409,0
435.419,0
435.45,0
435.46,0
435.469,0
435.5,0
435.51,0
435.53,0
435.57,0
435.58,0
435.61,0
435.63,0
435.64,0
435.67,0
435.68,0
435.71,0
435.719,0
435.75,0
435.76,0
435.789,0
435.81,0
435.82,0
435.83,0
435.87,0
435.89,0
435.9,0
435.909,0
435.95,0
435.96,0
435.969,0
436,0
436.01,0
436.039,0
436.05,0
436.09,0
436.11,0
436.13,0
436.15,0
436.17,0
436.18,0
436.19,0
436.21,0
436.25,0
436.26,0
436.27,0
436.289,0
436.31,0
436.33,0
436.349,0
436.38,0
436.39,0
436.419,0
436.43,0
436.469,0
436.49,0
436.5,0
436.53,0
436.539,0
436.55,0
436.59,0
436.61,0
436.63,0
436.65,0
436.659,0
436.67,0
436.69,0
436.73,0
436.75,0
436.76,0
436.77,0
436.789,0
436.81,0
436.849,0
436.859,0
436.87,0
436.9,0
436.919,0
436.95,0
436.96,0
436.969,0
437,0
437.01,0
437.039,0
437.07,0
437.08,0
437.11,0
437.13,0
437.15,0
437.17,0
437.18,0
437.19,0
437.23,0
437.24,0
437.27,8.67338509829836
437.289,0
437.299,0
437.31,0
437.33,0
437.349,0
437.37,0
437.39,0
437.43,0
437.44,0
437.46,0
437.479,0
437.51,0
437.52,0
437.55,0
437.56,0
437.57,0
437.61,0
437.63,0
437.64,0
437.659,0
437.69,0
437.71,0
437.719,0
437.75,0
437.76,0
437.789,0
437.81,0
437.82,0
437.849,0
437.859,0
437.88,0
437.909,0
437.919,0
437.95,0
437.96,0
437.969,0
438,0
438.03,0
438.05,0
438.07,0
438.08,0
438.09,0
438.13,0
438.15,0
438.17,0
438.19,0
438.21,0
438.219,0
438.25,0
438.27,0
438.28,2.56071369568809
438.289,0
438.31,0
438.33,0
438.349,0
438.38,0
438.409,0
438.419,0
438.45,0
438.46,0
438.49,0
438.51,0
438.52,0
438.53,0
438.57,0
438.58,0
438.61,0
438.63,0
438.65,0
438.659,0
438.67,0
438.7,0
438.73,0
438.74,0
438.75,0
438.77,0
438.789,0
438.81,0
438.83,0
438.87,0
438.89,0
438.9,0
438.909,0
438.95,0
438.969,0
438.979,0
438.99,0
439.01,0
439.05,0
439.06,0
439.08,0
439.099,0
439.13,0
439.15,0
439.159,0
439.19,0
439.21,0
439.23,1.48686601685115
439.24,0
439.27,0
439.28,0
439.289,0
439.33,0
439.34,0
439.349,0
439.37,0
439.39,0
439.43,0
439.44,0
439.45,0
439.49,0
439.5,0
439.52,0
439.539,0
439.55,0
439.59,0
439.599,0
439.61,0
439.65,0
439.659,0
439.67,0
439.69,0
439.73,0
439.74,0
439.75,0
439.789,0
439.81,0
439.82,0
439.83,0
439.87,0
439.88,0
439.909,0
439.919,0
439.95,0
439.969,0
439.979,0
439.99,0
440.03,0
440.05,0
440.06,0
440.07,0
440.11,0
440.13,0
440.14,0
440.17,0
440.19,0
440.21,0
440.23,0
440.24,0
440.25,0
440.27,0
440.289,0
440.31,0
440.33,0
440.349,0
440.37,0
440.39,0
440.409,0
440.45,0
440.46,0
440.479,0
440.5,0
440.53,0
440.539,0
440.55,0
440.57,0
440.61,0
440.63,0
440.64,0
440.67,0
440.68,0
440.69,0
440.71,0
440.74,0
440.77,0
440.78,0
440.789,0
440.83,0
440.849,0
440.859,0
440.87,0
440.909,0
440.919,0
440.95,0
440.96,0
440.979,0
440.99,0
441.02,0
441.05,0
441.07,0
441.08,0
441.11,0
441.13,0
441.15,0
441.17,0
441.18,0
441.19,0
441.23,0
441.24,0
441.25,0
441.27,0
441.289,0
441.31,0
441.349,0
441.359,0
441.37,0
441.4,0
441.409,0
441.45,0
441.469,0
441.479,0
441.51,0
441.53,0
441.539,0
441.55,0
441.57,0
441.59,0
441.62,0
441.63,0
441.659,0
441.69,0
441.7,0
441.73,0
441.75,0
441.76,0
441.77,0
441.81,0
441.82,0
441.83,0
441.849,0
441.88,0
441.909,0
441.919,0
441.95,0
441.969,0
441.99,0
442.01,0
442.02,0
442.03,0
442.05,0
442.08,0
442.11,0
442.13,0
442.15,0
442.17,0
442.19,0
442.2,0
442.23,0
442.24,0
442.25,0
442.289,0
442.299,0
442.31,0
442.33,0
442.349,0
442.37,0
442.4,0
442.43,0
442.45,0
442.46,0
442.469,0
442.49,0
442.53,0
442.539,0
442.55,0
442.59,0
442.61,0
442.62,0
442.65,0
442.67,0
442.68,0
442.69,0
442.71,0
442.74,0
442.77,0
442.789,0
442.799,0
442.82,0
442.849,0
442.859,0
442.87,0
442.909,0
442.93,0
442.95,0
442.969,0
442.979,0
443.01,0
443.02,0
443.03,0
443.07,0
443.09,0
443.11,0
443.13,0
443.14,0
443.17,0
443.19,0
443.2,0
443.21,0
443.25,0
443.26,0
443.27,0
443.299,0
443.31,0
443.33,0
443.349,0
443.37,0
443.39,0
443.419,0
443.45,0
443.46,0
443.469,0
443.51,0
443.52,0
443.539,0
443.56,0
443.57,0
443.61,0
443.62,0
443.63,0
443.659,0
443.69,0
443.71,0
443.719,0
443.75,0
443.76,0
443.789,0
443.799,0
443.81,0
443.849,0
443.859,0
443.87,0
443.9,0
443.93,0
443.95,0
443.96,0
443.969,0
444.01,0
444.03,0
444.039,0
444.07,0
444.09,0
444.099,0
444.13,0
444.15,0
444.17,0
444.19,0
444.2,0
444.219,0
444.23,0
444.26,0
444.289,0
444.299,0
444.31,0
444.33,0
444.359,0
444.37,0
444.39,0
444.419,0
444.45,0
444.46,0
444.479,0
444.49,0
444.53,0
444.55,0
444.56,0
444.59,0
444.61,0
444.62,0
444.65,0
444.67,0
444.68,0
444.69,0
444.71,0
444.73,0
444.76,0
444.789,0
444.799,0
444.83,0
444.849,0
444.859,0
444.88,0
444.909,0
444.919,0
444.93,0
444.96,0
444.969,0
445.01,0
445.02,0
445.05,0
445.06,0
445.07,0
445.09,0
445.13,0
445.15,0
445.159,0
445.17,0
445.21,0
445.219,0
445.23,0
445.27,1.05732694531637
445.28,0
445.289,0
445.31,0
445.33,0
445.349,0
445.37,0
445.409,0
445.43,0
445.44,0
445.45,0
445.469,0
445.51,0
445.52,0
445.55,0
445.56,0
445.57,0
445.599,0
445.61,0
445.64,0
445.67,0
445.69,0
445.7,0
445.73,0
445.75,0
445.76,0
445.77,0
445.81,0
445.83,0
445.84,0
445.849,0
445.87,0
445.89,0
445.93,0
445.95,0
445.96,0
445.969,0
445.99,0
446.03,0
446.05,0
446.06,0
446.07,0
446.11,0
446.12,0
446.15,0
446.159,0
446.19,0
446.2,0
446.21,0
446.23,0
446.27,0
446.28,0
446.299,0
446.31,0
446.33,0
446.349,0
446.39,0
446.4,0
446.43,0
446.45,0
446.46,0
446.479,0
446.5,0
446.51,0
446.55,0
446.57,0
446.58,0
446.61,0
446.62,0
446.65,0
446.67,0
446.68,0
446.7,0
446.71,0
446.73,0
446.75,0
446.789,0
446.81,0
446.83,0
446.849,0
446.859,0
446.87,0
446.909,0
446.919,0
446.95,0
446.969,0
446.979,0
447.01,0
447.02,0
447.05,0
447.07,0
447.09,0
447.11,0
447.13,0
447.14,0
447.15,0
447.17,0
447.19,0
447.21,0
447.23,0
447.27,0
447.289,0
447.299,0
447.31,0
447.33,0
447.349,0
447.38,0
447.39,0
447.419,0
447.43,0
447.46,0
447.49,0
447.5,0
447.53,0
447.539,0
447.57,0
447.58,0
447.61,0
447.63,0
447.64,0
447.67,0
447.68,0
447.71,0
447.719,0
447.75,0
447.77,0
447.78,0
447.81,0
447.83,0
447.849,0
447.859,0
447.89,0
447.909,0
447.93,0
447.95,0
447.969,0
447.99,0
448,0
448.01,0
448.03,0
448.05,0
448.07,0
448.11,0
448.13,0
448.14,0
448.17,0
448.18,0
448.19,0
448.21,0
448.23,0
448.27,0
448.289,0
448.31,0
448.32,0
448.33,0
448.349,0
448.37,0
448.409,0
448.419,0
448.45,0
448.46,0
448.49,0
448.5,0
448.53,0
448.539,0
448.56,0
448.59,0
448.61,0
448.62,0
448.65,0
448.67,0
448.68,0
448.69,0
448.73,0
448.74,0
448.75,0
448.77,0
448.81,0
448.83,0
448.84,0
448.849,0
448.87,0
448.909,0
448.93,0
448.95,0
448.96,0
448.99,0
449,0
449.01,0
449.03,0
449.07,0
449.09,0
449.099,0
449.13,0
449.15,0
449.17,0
449.18,0
449.19,0
449.21,0
449.23,0
449.26,0
449.27,0
449.289,0
449.32,0
449.33,0
449.349,0
449.37,0
449.39,0
449.409,0
449.44,0
449.45,0
449.49,0
449.51,0
449.52,0
449.55,0
449.57,0
449.58,0
449.61,0
449.62,0
449.63,0
449.659,0
449.67,0
449.69,0
449.71,0
449.75,0
449.77,0
449.789,0
449.799,0
449.82,0
449.849,0
449.87,0
449.89,0
449.9,0
449.93,0
449.94,0
449.969,0
449.99,0
450.01,0
450.02,0
450.03,0
450.07,0
450.08,0
450.11,0
450.13,0
450.15,0
450.17,0
450.19,0
450.2,0
450.23,0
450.25,0
450.26,0
450.27,0
450.289,0
450.31,0
450.33,0
450.349,0
450.38,0
450.39,0
450.43,0
450.44,0
450.46,0
450.469,0
450.5,0
450.53,0
450.539,0
450.55,0
450.59,0
450.599,0
450.61,0
450.64,0
450.67,0
450.68,0
450.71,0
450.73,0
450.74,0
450.75,0
450.77,0
450.799,0
450.83,0
450.84,0
450.849,0
450.87,0
450.909,0
450.919,0
450.93,0
450.969,0
450.979,0
450.99,0
451.02,0
451.05,0
451.06,0
451.09,0
451.099,0
451.13,0
451.14,0
451.17,0
451.19,0
451.2,0
451.21,0
451.25,0
451.26,0
451.27,0
451.289,0
451.31,0
451.34,0
451.349,0
451.37,0
451.4,0
451.43,0
451.44,0
451.469,0
451.49,0
451.5,0
451.53,0
451.55,0
451.56,0
451.59,0
451.61,0
451.62,0
451.63,0
451.67,0
451.68,0
451.71,0
451.719,0
451.73,0
451.77,0
451.78,0
451.799,0
451.81,0
451.849,0
451.859,0
451.87,0
451.9,0
451.909,0
451.95,0
451.96,0
451.99,0
452.01,0
452.03,0
452.039,0
452.06,0
452.07,0
452.09,0
452.13,0
452.14,0
452.15,0
452.19,0
452.21,0
452.219,0
452.25,0
452.27,0
452.28,2.37898562696184
452.289,0
452.31,0
452.33,0
452.359,0
452.37,0
452.39,0
452.409,0
452.44,0
452.45,0
452.49,0
452.5,0
452.53,0
452.55,0
452.57,0
452.59,0
452.599,0
452.61,0
452.65,0
452.67,0
452.69,0
452.71,0
452.719,0
452.73,0
452.75,0
452.77,0
452.81,0
452.82,0
452.849,0
452.859,0
452.87,0
452.909,0
452.919,0
452.95,0
452.96,0
452.969,0
453.01,0
453.02,0
453.05,0
453.07,0
453.08,0
453.09,0
453.13,0
453.15,0
453.17,0
453.19,0
453.21,0
453.219,0
453.25,0
453.27,0
453.28,0
453.289,0
453.31,0
453.33,0
453.349,0
453.37,0
453.409,0
453.43,0
453.44,0
453.469,0
453.479,0
453.49,0
453.52,0
453.53,0
453.57,0
453.58,0
453.61,0
453.62,0
453.63,0
453.67,0
453.69,0
453.7,0
453.71,0
453.75,0
453.76,0
453.789,0
453.799,0
453.82,0
453.83,0
453.87,0
453.88,0
453.9,0
453.93,0
453.94,0
453.95,0
453.99,0
454.01,0
454.02,0
454.05,0
454.06,0
454.07,0
454.11,0
454.13,0
454.14,0
454.17,0
454.19,0
454.2,0
454.23,0
454.24,0
454.27,0
454.28,0
454.289,0
454.31,0
454.33,0
454.349,0
454.38,0
454.39,0
454.419,0
454.45,0
454.46,0
454.469,0
454.49,0
454.53,0
454.539,0
454.56,0
454.59,0
454.599,0
454.63,0
454.65,0
454.659,0
454.69,0
454.7,0
454.71,0
454.75,0
454.76,0
454.77,0
454.799,0
454.81,0
454.83,0
454.859,0
454.89,0
454.9,0
454.93,0
454.94,0
454.969,0
454.979,0
455.01,0
455.02,0
455.05,0
455.06,0
455.09,0
455.11,0
455.12,0
455.13,0
455.15,0
455.19,0
455.21,0
455.219,0
455.24,0
455.25,0
455.289,0
455.299,0
455.31,0
455.33,0
455.349,0
455.37,0
455.4,0
455.43,0
455.44,0
455.469,0
455.479,0
455.51,0
455.52,0
455.55,0
455.56,0
455.59,0
455.599,0
455.61,0
455.64,0
455.67,0
455.68,0
455.7,0
455.71,0
455.75,0
455.77,0
455.789,0
455.799,0
455.81,0
455.83,0
455.859,0
455.89,0
455.9,0
455.919,0
455.95,0
455.969,0
455.979,0
455.99,0
456.03,0
456.039,0
456.07,0
456.08,0
456.11,0
456.12,0
456.13,0
456.15,0
456.19,0
456.21,0
456.219,0
456.25,0
456.26,0
456.27,0
456.289,0
456.31,0
456.33,0
456.349,0
456.38,0
456.39,0
456.43,0
456.44,0
456.469,0
456.479,0
456.49,0
456.51,0
456.55,0
456.57,0
456.59,0
456.599,0
456.63,0
456.65,0
456.659,0
456.67,0
456.69,0
456.73,0
456.74,0
456.75,0
456.789,0
456.81,0
456.82,0
456.83,0
456.87,0
456.88,0
456.909,0
456.919,0
456.93,0
456.969,0
456.979,0
456.99,0
457.03,0
457.039,0
457.07,0
457.09,0
457.11,0
457.13,0
457.14,0
457.15,0
457.19,0
457.21,0
457.23,0
457.24,0
457.25,0
457.27,0
457.289,0
457.31,0
457.33,0
457.37,0
457.39,0
457.4,0
457.419,0
457.44,0
457.45,0
457.479,0
457.49,0
457.53,0
457.539,0
457.55,0
457.58,0
457.59,0
457.62,0
457.65,0
457.659,0
457.68,0
457.71,0
457.719,0
457.73,0
457.77,0
457.789,0
457.799,0
457.81,0
457.849,0
457.859,0
457.88,0
457.89,0
457.909,0
457.95,0
457.969,0
457.979,0
457.99,0
458.03,0
458.05,0
458.07,0
458.09,0
458.11,0
458.13,0
458.15,0
458.159,0
458.19,0
458.2,0
458.21,0
458.24,0
458.25,0
458.27,0
458.289,0
458.31,0
458.33,0
458.349,0
458.38,0
458.4,0
458.43,0
458.44,0
458.469,0
458.49,0
458.5,0
458.52,0
458.53,0
458.56,0
458.59,0
458.61,0
458.63,0
458.65,0
458.659,0
458.67,0
458.69,0
458.73,0
458.74,0
458.75,0
458.77,0
458.799,0
458.81,0
458.849,0
458.87,0
458.89,0
458.909,0
458.919,0
458.93,0
458.95,0
458.969,0
459.01,0
459.03,0
459.039,0
459.07,0
459.08,0
459.11,0
459.13,0
459.15,0
459.159,0
459.17,0
459.21,0
459.219,0
459.25,0
459.26,0
459.289,0
459.299,0
459.31,0
459.33,0
459.349,0
459.37,0
459.409,0
459.43,0
459.44,0
459.45,0
459.49,0
459.5,0
459.53,0
459.539,0
459.56,0
459.57,0
459.61,0
459.63,0
459.64,0
459.65,0
459.69,0
459.7,0
459.73,0
459.74,0
459.76,0
459.789,0
459.81,0
459.82,0
459.83,0
459.849,0
459.89,0
459.9,0
459.93,0
459.95,0
459.96,0
459.979,0
460.01,0
460.03,0
460.039,0
460.07,0
460.08,0
460.11,0
460.13,0
460.15,0
460.17,0
460.18,0
460.21,0
460.219,0
460.23,0
460.27,0
460.28,0
460.289,0
460.31,0
460.33,0
460.349,0
460.39,0
460.4,0
460.409,0
460.43,0
460.469,0
460.49,0
460.5,0
460.53,0
460.539,0
460.57,0
460.58,0
460.61,0
460.63,0
460.65,0
460.67,0
460.68,0
460.69,0
460.71,0
460.75,0
460.76,0
460.77,0
460.789,0
460.83,0
460.849,0
460.87,0
460.88,0
460.89,0
460.93,0
460.94,0
460.95,0
460.969,0
461,0
461.03,0
461.039,0
461.07,0
461.09,0
461.099,0
461.13,0
461.15,0
461.17,0
461.18,0
461.19,0
461.21,0
461.23,0
461.27,0
461.28,0
461.289,0
461.31,0
461.33,0
461.37,0
461.38,0
461.39,0
461.409,0
461.45,0
461.469,0
461.479,0
461.51,0
461.52,0
461.53,0
461.57,0
461.58,0
461.61,0
461.62,0
461.65,0
461.67,0
461.68,0
461.71,0
461.719,0
461.75,0
461.77,0
461.78,0
461.81,0
461.82,0
461.849,0
461.859,0
461.89,0
461.909,0
461.93,0
461.95,0
461.969,0
461.979,0
461.99,0
462.03,0
462.05,0
462.07,0
462.08,0
462.09,0
462.11,0
462.15,0
462.17,0
462.19,0
462.2,0
462.21,0
462.23,0
462.27,0
462.289,0
462.299,3.99801751197753
462.31,0
462.33,0
462.349,0
462.37,0
462.39,0
462.409,0
462.45,0
462.46,0
462.49,0
462.51,0
462.53,0
462.55,0
462.57,0
462.59,0
462.599,0
462.62,0
462.65,0
462.67,0
462.68,0
462.69,0
462.71,0
462.75,0
462.76,0
462.77,0
462.789,0
462.82,0
462.849,0
462.859,0
462.89,0
462.909,0
462.93,0
462.94,0
462.969,0
462.979,0
463.01,0
463.03,0
463.039,0
463.07,0
463.09,0
463.099,0
463.13,0
463.15,0
463.17,0
463.19,0
463.2,0
463.23,5.18751032545845
463.24,0
463.25,0
463.289,0
463.299,0
463.31,1.55294895093342
463.33,0
463.349,0
463.37,0
463.39,0
463.43,0
463.44,0
463.469,0
463.49,0
463.5,0
463.53,0
463.539,0
463.57,0
463.58,0
463.599,0
463.61,0
463.64,0
463.67,0
463.68,0
463.71,0
463.719,0
463.75,0
463.76,0
463.789,0
463.799,0
463.83,0
463.84,0
463.87,0
463.88,0
463.909,0
463.93,0
463.95,0
463.969,0
463.979,1.09036841235751
463.99,0
464.01,0
464.03,0
464.06,0
464.09,0
464.11,0
464.13,0
464.15,0
464.17,0
464.19,0
464.2,0
464.23,1.17297207996035
464.24,0
464.25,0
464.289,0
464.31,0
464.32,0
464.33,0
464.349,0
464.37,0
464.409,0
464.419,0
464.43,0
464.45,0
464.469,0
464.51,0
464.52,0
464.55,0
464.57,0
464.58,0
464.59,0
464.62,0
464.65,0
464.67,0
464.68,0
464.69,0
464.71,0
464.75,0
464.76,0
464.77,0
464.799,0
464.83,0
464.84,0
464.859,0
464.89,0
464.9,0
464.909,0
464.95,0
464.969,0
464.99,0
465,0
465.01,0
465.03,0
465.07,0
465.08,0
465.11,0
465.13,0
465.15,0
